Customer,Occuspace
Date Range,05/01/2023 - 05/01/2024
Hour Range,6 - 23
Days of the Week,Sun - Sat
Time Interval,30min

Location,Timestamp,Date,Day of Week,Week of Year,Time,Hour of Day,Average Occupancy,Average Utilization,Peak Occupancy,Peak Utilization,Capacity,Location Path
2nd Floor,09/13/2023 18:00,9/13/2023,4,37,6:00:00 PM,18,81,0.60,94,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 18:30,9/13/2023,4,37,6:30:00 PM,18,68,0.50,77,0.57,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 19:00,9/13/2023,4,37,7:00:00 PM,19,62,0.46,83,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 19:30,9/13/2023,4,37,7:30:00 PM,19,50,0.37,57,0.42,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 20:00,9/13/2023,4,37,8:00:00 PM,20,53,0.39,65,0.48,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 20:30,9/13/2023,4,37,8:30:00 PM,20,34,0.25,45,0.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 21:00,9/13/2023,4,37,9:00:00 PM,21,30,0.22,38,0.28,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 21:30,9/13/2023,4,37,9:30:00 PM,21,23,0.17,27,0.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 22:00,9/13/2023,4,37,10:00:00 PM,22,10,0.07,21,0.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 22:30,9/13/2023,4,37,10:30:00 PM,22,7,0.05,10,0.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 23:00,9/13/2023,4,37,11:00:00 PM,23,6,0.04,9,0.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/13/2023 23:30,9/13/2023,4,37,11:30:00 PM,23,2,0.01,5,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 6:00,9/14/2023,5,37,6:00:00 AM,6,11,0.08,15,0.11,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 6:30,9/14/2023,5,37,6:30:00 AM,6,19,0.14,23,0.17,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 7:00,9/14/2023,5,37,7:00:00 AM,7,24,0.18,33,0.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 7:30,9/14/2023,5,37,7:30:00 AM,7,33,0.24,38,0.28,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 8:00,9/14/2023,5,37,8:00:00 AM,8,21,0.16,27,0.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 8:30,9/14/2023,5,37,8:30:00 AM,8,25,0.19,30,0.22,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 9:00,9/14/2023,5,37,9:00:00 AM,9,31,0.23,34,0.25,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 9:30,9/14/2023,5,37,9:30:00 AM,9,39,0.29,42,0.31,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 10:00,9/14/2023,5,37,10:00:00 AM,10,41,0.30,46,0.34,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 10:30,9/14/2023,5,37,10:30:00 AM,10,50,0.37,57,0.42,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 11:00,9/14/2023,5,37,11:00:00 AM,11,51,0.38,58,0.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 11:30,9/14/2023,5,37,11:30:00 AM,11,59,0.44,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 12:00,9/14/2023,5,37,12:00:00 PM,12,58,0.43,65,0.48,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 12:30,9/14/2023,5,37,12:30:00 PM,12,54,0.40,60,0.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 13:00,9/14/2023,5,37,1:00:00 PM,13,45,0.33,58,0.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 13:30,9/14/2023,5,37,1:30:00 PM,13,43,0.32,49,0.36,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 14:00,9/14/2023,5,37,2:00:00 PM,14,41,0.30,52,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 14:30,9/14/2023,5,37,2:30:00 PM,14,39,0.29,45,0.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 15:00,9/14/2023,5,37,3:00:00 PM,15,52,0.39,58,0.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 15:30,9/14/2023,5,37,3:30:00 PM,15,58,0.43,72,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 16:00,9/14/2023,5,37,4:00:00 PM,16,45,0.33,51,0.38,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 16:30,9/14/2023,5,37,4:30:00 PM,16,50,0.37,54,0.40,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 17:00,9/14/2023,5,37,5:00:00 PM,17,52,0.39,56,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 17:30,9/14/2023,5,37,5:30:00 PM,17,47,0.35,55,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 18:00,9/14/2023,5,37,6:00:00 PM,18,41,0.30,44,0.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 18:30,9/14/2023,5,37,6:30:00 PM,18,43,0.32,50,0.37,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 19:00,9/14/2023,5,37,7:00:00 PM,19,33,0.24,38,0.28,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 19:30,9/14/2023,5,37,7:30:00 PM,19,27,0.20,33,0.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 20:00,9/14/2023,5,37,8:00:00 PM,20,32,0.24,39,0.29,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 20:30,9/14/2023,5,37,8:30:00 PM,20,34,0.25,37,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 21:00,9/14/2023,5,37,9:00:00 PM,21,34,0.25,42,0.31,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 21:30,9/14/2023,5,37,9:30:00 PM,21,27,0.20,34,0.25,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 22:00,9/14/2023,5,37,10:00:00 PM,22,20,0.15,27,0.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 22:30,9/14/2023,5,37,10:30:00 PM,22,14,0.10,19,0.14,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 23:00,9/14/2023,5,37,11:00:00 PM,23,4,0.03,10,0.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/14/2023 23:30,9/14/2023,5,37,11:30:00 PM,23,4,0.03,5,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 6:00,9/15/2023,6,37,6:00:00 AM,6,17,0.13,21,0.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 6:30,9/15/2023,6,37,6:30:00 AM,6,35,0.26,44,0.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 7:00,9/15/2023,6,37,7:00:00 AM,7,34,0.25,41,0.30,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 7:30,9/15/2023,6,37,7:30:00 AM,7,28,0.21,31,0.23,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 8:00,9/15/2023,6,37,8:00:00 AM,8,36,0.27,39,0.29,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 8:30,9/15/2023,6,37,8:30:00 AM,8,43,0.32,54,0.40,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 9:00,9/15/2023,6,37,9:00:00 AM,9,71,0.53,88,0.65,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 9:30,9/15/2023,6,37,9:30:00 AM,9,77,0.57,82,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 10:00,9/15/2023,6,37,10:00:00 AM,10,75,0.56,83,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 10:30,9/15/2023,6,37,10:30:00 AM,10,85,0.63,91,0.67,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 11:00,9/15/2023,6,37,11:00:00 AM,11,96,0.71,109,0.81,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 11:30,9/15/2023,6,37,11:30:00 AM,11,94,0.70,113,0.84,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 12:00,9/15/2023,6,37,12:00:00 PM,12,100,0.74,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 12:30,9/15/2023,6,37,12:30:00 PM,12,93,0.69,109,0.81,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 13:00,9/15/2023,6,37,1:00:00 PM,13,81,0.60,96,0.71,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 13:30,9/15/2023,6,37,1:30:00 PM,13,66,0.49,75,0.56,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 14:00,9/15/2023,6,37,2:00:00 PM,14,70,0.52,77,0.57,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 14:30,9/15/2023,6,37,2:30:00 PM,14,50,0.37,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 15:00,9/15/2023,6,37,3:00:00 PM,15,43,0.32,47,0.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 15:30,9/15/2023,6,37,3:30:00 PM,15,46,0.34,53,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 16:00,9/15/2023,6,37,4:00:00 PM,16,46,0.34,56,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 16:30,9/15/2023,6,37,4:30:00 PM,16,46,0.34,56,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 17:00,9/15/2023,6,37,5:00:00 PM,17,40,0.30,46,0.34,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 17:30,9/15/2023,6,37,5:30:00 PM,17,39,0.29,47,0.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 18:00,9/15/2023,6,37,6:00:00 PM,18,41,0.30,52,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 18:30,9/15/2023,6,37,6:30:00 PM,18,33,0.24,38,0.28,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 19:00,9/15/2023,6,37,7:00:00 PM,19,30,0.22,33,0.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 19:30,9/15/2023,6,37,7:30:00 PM,19,33,0.24,36,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 20:00,9/15/2023,6,37,8:00:00 PM,20,23,0.17,30,0.22,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 20:30,9/15/2023,6,37,8:30:00 PM,20,22,0.16,26,0.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 21:00,9/15/2023,6,37,9:00:00 PM,21,20,0.15,22,0.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 21:30,9/15/2023,6,37,9:30:00 PM,21,24,0.18,27,0.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 22:00,9/15/2023,6,37,10:00:00 PM,22,24,0.18,27,0.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 22:30,9/15/2023,6,37,10:30:00 PM,22,20,0.15,25,0.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 23:00,9/15/2023,6,37,11:00:00 PM,23,11,0.08,16,0.12,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/15/2023 23:30,9/15/2023,6,37,11:30:00 PM,23,5,0.04,9,0.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 6:00,9/16/2023,7,37,6:00:00 AM,6,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 6:30,9/16/2023,7,37,6:30:00 AM,6,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 7:00,9/16/2023,7,37,7:00:00 AM,7,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 7:30,9/16/2023,7,37,7:30:00 AM,7,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 8:00,9/16/2023,7,37,8:00:00 AM,8,27,0.20,37,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 8:30,9/16/2023,7,37,8:30:00 AM,8,42,0.31,46,0.34,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 9:00,9/16/2023,7,37,9:00:00 AM,9,40,0.30,43,0.32,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 9:30,9/16/2023,7,37,9:30:00 AM,9,49,0.36,52,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 10:00,9/16/2023,7,37,10:00:00 AM,10,52,0.39,60,0.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 10:30,9/16/2023,7,37,10:30:00 AM,10,69,0.51,73,0.54,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 11:00,9/16/2023,7,37,11:00:00 AM,11,82,0.61,93,0.69,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 11:30,9/16/2023,7,37,11:30:00 AM,11,83,0.61,95,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 12:00,9/16/2023,7,37,12:00:00 PM,12,91,0.67,100,0.74,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 12:30,9/16/2023,7,37,12:30:00 PM,12,81,0.60,98,0.73,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 13:00,9/16/2023,7,37,1:00:00 PM,13,84,0.62,88,0.65,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 13:30,9/16/2023,7,37,1:30:00 PM,13,91,0.67,96,0.71,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 14:00,9/16/2023,7,37,2:00:00 PM,14,85,0.63,95,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 14:30,9/16/2023,7,37,2:30:00 PM,14,75,0.56,92,0.68,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 15:00,9/16/2023,7,37,3:00:00 PM,15,96,0.71,103,0.76,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 15:30,9/16/2023,7,37,3:30:00 PM,15,100,0.74,110,0.81,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 16:00,9/16/2023,7,37,4:00:00 PM,16,98,0.73,105,0.78,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 16:30,9/16/2023,7,37,4:30:00 PM,16,75,0.56,100,0.74,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 17:00,9/16/2023,7,37,5:00:00 PM,17,49,0.36,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 17:30,9/16/2023,7,37,5:30:00 PM,17,54,0.40,59,0.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 18:00,9/16/2023,7,37,6:00:00 PM,18,47,0.35,53,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 18:30,9/16/2023,7,37,6:30:00 PM,18,47,0.35,51,0.38,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 19:00,9/16/2023,7,37,7:00:00 PM,19,52,0.39,56,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 19:30,9/16/2023,7,37,7:30:00 PM,19,49,0.36,53,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 20:00,9/16/2023,7,37,8:00:00 PM,20,39,0.29,54,0.40,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 20:30,9/16/2023,7,37,8:30:00 PM,20,34,0.25,40,0.30,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 21:00,9/16/2023,7,37,9:00:00 PM,21,32,0.24,36,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 21:30,9/16/2023,7,37,9:30:00 PM,21,19,0.14,36,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 22:00,9/16/2023,7,37,10:00:00 PM,22,4,0.03,10,0.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 22:30,9/16/2023,7,37,10:30:00 PM,22,2,0.01,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 23:00,9/16/2023,7,37,11:00:00 PM,23,1,0.01,2,0.01,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/16/2023 23:30,9/16/2023,7,37,11:30:00 PM,23,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 6:00,9/17/2023,1,38,6:00:00 AM,6,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 6:30,9/17/2023,1,38,6:30:00 AM,6,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 7:00,9/17/2023,1,38,7:00:00 AM,7,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 7:30,9/17/2023,1,38,7:30:00 AM,7,3,0.02,5,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 8:00,9/17/2023,1,38,8:00:00 AM,8,33,0.24,48,0.36,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 8:30,9/17/2023,1,38,8:30:00 AM,8,64,0.47,76,0.56,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 9:00,9/17/2023,1,38,9:00:00 AM,9,68,0.50,81,0.60,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 9:30,9/17/2023,1,38,9:30:00 AM,9,62,0.46,78,0.58,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 10:00,9/17/2023,1,38,10:00:00 AM,10,65,0.48,71,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 10:30,9/17/2023,1,38,10:30:00 AM,10,80,0.59,89,0.66,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 11:00,9/17/2023,1,38,11:00:00 AM,11,84,0.62,98,0.73,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 11:30,9/17/2023,1,38,11:30:00 AM,11,76,0.56,83,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 12:00,9/17/2023,1,38,12:00:00 PM,12,98,0.73,104,0.77,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 12:30,9/17/2023,1,38,12:30:00 PM,12,82,0.61,85,0.63,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 13:00,9/17/2023,1,38,1:00:00 PM,13,90,0.67,95,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 13:30,9/17/2023,1,38,1:30:00 PM,13,96,0.71,110,0.81,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 14:00,9/17/2023,1,38,2:00:00 PM,14,92,0.68,115,0.85,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 14:30,9/17/2023,1,38,2:30:00 PM,14,81,0.60,87,0.64,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 15:00,9/17/2023,1,38,3:00:00 PM,15,99,0.73,107,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 15:30,9/17/2023,1,38,3:30:00 PM,15,108,0.80,115,0.85,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 16:00,9/17/2023,1,38,4:00:00 PM,16,115,0.85,124,0.92,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 16:30,9/17/2023,1,38,4:30:00 PM,16,120,0.89,133,0.99,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 17:00,9/17/2023,1,38,5:00:00 PM,17,117,0.87,125,0.93,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 17:30,9/17/2023,1,38,5:30:00 PM,17,85,0.63,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 18:00,9/17/2023,1,38,6:00:00 PM,18,69,0.51,75,0.56,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 18:30,9/17/2023,1,38,6:30:00 PM,18,67,0.50,79,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 19:00,9/17/2023,1,38,7:00:00 PM,19,62,0.46,70,0.52,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 19:30,9/17/2023,1,38,7:30:00 PM,19,60,0.44,65,0.48,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 20:00,9/17/2023,1,38,8:00:00 PM,20,57,0.42,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 20:30,9/17/2023,1,38,8:30:00 PM,20,58,0.43,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 21:00,9/17/2023,1,38,9:00:00 PM,21,47,0.35,58,0.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 21:30,9/17/2023,1,38,9:30:00 PM,21,24,0.18,36,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 22:00,9/17/2023,1,38,10:00:00 PM,22,4,0.03,11,0.08,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 22:30,9/17/2023,1,38,10:30:00 PM,22,3,0.02,4,0.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 23:00,9/17/2023,1,38,11:00:00 PM,23,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/17/2023 23:30,9/17/2023,1,38,11:30:00 PM,23,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 6:00,9/18/2023,2,38,6:00:00 AM,6,17,0.13,24,0.18,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 6:30,9/18/2023,2,38,6:30:00 AM,6,31,0.23,35,0.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 7:00,9/18/2023,2,38,7:00:00 AM,7,40,0.30,46,0.34,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 7:30,9/18/2023,2,38,7:30:00 AM,7,52,0.39,64,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 8:00,9/18/2023,2,38,8:00:00 AM,8,62,0.46,72,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 8:30,9/18/2023,2,38,8:30:00 AM,8,75,0.56,80,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 9:00,9/18/2023,2,38,9:00:00 AM,9,80,0.59,87,0.64,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 9:30,9/18/2023,2,38,9:30:00 AM,9,94,0.70,107,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 10:00,9/18/2023,2,38,10:00:00 AM,10,119,0.88,126,0.93,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 10:30,9/18/2023,2,38,10:30:00 AM,10,124,0.92,132,0.98,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 11:00,9/18/2023,2,38,11:00:00 AM,11,144,1.07,156,1.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 11:30,9/18/2023,2,38,11:30:00 AM,11,149,1.10,160,1.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 12:00,9/18/2023,2,38,12:00:00 PM,12,156,1.16,167,1.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 12:30,9/18/2023,2,38,12:30:00 PM,12,154,1.14,160,1.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 13:00,9/18/2023,2,38,1:00:00 PM,13,146,1.08,162,1.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 13:30,9/18/2023,2,38,1:30:00 PM,13,134,0.99,154,1.14,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 14:00,9/18/2023,2,38,2:00:00 PM,14,119,0.88,136,1.01,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 14:30,9/18/2023,2,38,2:30:00 PM,14,113,0.84,129,0.96,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 15:00,9/18/2023,2,38,3:00:00 PM,15,125,0.93,140,1.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 15:30,9/18/2023,2,38,3:30:00 PM,15,113,0.84,130,0.96,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 16:00,9/18/2023,2,38,4:00:00 PM,16,123,0.91,146,1.08,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 16:30,9/18/2023,2,38,4:30:00 PM,16,132,0.98,139,1.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 17:00,9/18/2023,2,38,5:00:00 PM,17,141,1.04,149,1.10,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 17:30,9/18/2023,2,38,5:30:00 PM,17,142,1.05,154,1.14,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 18:00,9/18/2023,2,38,6:00:00 PM,18,123,0.91,143,1.06,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 18:30,9/18/2023,2,38,6:30:00 PM,18,91,0.67,113,0.84,135,Cal Poly  > Rec Center > 2nd Floor
